logit,Theta
-0.505149978,-0.40917211
0.505149978,0.49472602
-0.301029996,-1.03803755
0.210853365,1.64819398
-0.124938737,-0.00504601
0.505149978,0.82064836
-0.397940009,-1.01388013
-0.124938737,-0.88429755
-0.210853365,-0.84442543
0.210853365,0.24283947
0.397940009,1.32705394
-0.124938737,0.09337582
0.210853365,0.31015675
-0.77815125,-1.76979178
-0.505149978,-0.8327615
0.124938737,0.53064354
0.505149978,0.87028038
0.210853365,-0.0421483
-0.397940009,-0.29057088
-0.301029996,-0.76922588
0.397940009,1.13688919
0.210853365,0.97919205
-0.210853365,0.01598617
0.397940009,0.48924537
-0.77815125,-2.82310842
-0.041392685,-0.37084422
0.124938737,0.61646937
0.301029996,0.97674625
0.301029996,1.31166451
-0.301029996,-0.75595584
-0.210853365,-0.13543851
-0.124938737,0.23497299
-0.505149978,-1.39563862
-0.77815125,-1.02811029
0.041392685,0.86690634
0.041392685,0.61285741
0.210853365,-0.50873149
-0.124938737,0.47507897
0.62838893,1.02496884
-0.041392685,-0.00919252
0.041392685,0.03859493
0.124938737,0.40736133
0.505149978,1.0662866
-0.124938737,-0.00908696
-0.210853365,-0.09400111
-0.124938737,0.07383387
0.210853365,0.28932126
0.124938737,0.2371019
0.210853365,1.0749673
0.124938737,0.04512445
0.041392685,-0.14946392
0.210853365,0.01934165
-0.301029996,-0.5983516
-0.301029996,-0.74152718
0.210853365,0.06964698
1.301029996,2.29052379
-0.041392685,0.22252672
-0.505149978,-1.39170337
-0.397940009,-0.18660839
-0.505149978,-0.82972474
-0.397940009,-0.73490131
-0.124938737,-0.00341781
0.124938737,-0.12074943
0.301029996,0.21876113
-0.397940009,-1.11902222
-0.301029996,-0.46904831
-0.124938737,-0.87898672
0.210853365,0.44498593
-0.124938737,-0.81912035
-0.124938737,-1.01380285
0.124938737,-0.67258349
0.210853365,0.05464276
0.62838893,1.067889
0.124938737,0.64855248
0.210853365,0.74624732
-0.124938737,0.05196718
-0.301029996,-0.7596353
0.397940009,0.43110712
-0.124938737,-0.22377047
0.301029996,1.17689865
-0.124938737,0.15069478
0.301029996,1.21952955
-0.041392685,-0.3131854
0.210853365,0.00292054
-0.301029996,-0.53577079
-1.301029996,-2.39046844
-0.505149978,-0.92846347
-0.124938737,-0.76617978
0.041392685,0.01127775
0.77815125,1.04448597
-0.041392685,-0.1795291
-0.041392685,-0.99750858
0.301029996,1.10758392
0.505149978,1.78435662
0.397940009,1.06554429
-0.977723605,-3.22907366
0.210853365,0.18571262
0.301029996,0.64103555
0.124938737,0.08905479
-0.041392685,-0.29958449
0.301029996,0.87768793
0.397940009,2.13251605
0.210853365,0.15403508
0.124938737,0.23989727
-0.041392685,0.12563298
0.397940009,1.8249569
0.62838893,1.84964292
-0.505149978,-0.98477794
0.77815125,1.30924785
0.62838893,1.86496037
0.77815125,1.6539275
-0.301029996,-1.90212627
-0.041392685,0.55290838
0.301029996,0.94320638
0.505149978,1.2694722
-0.62838893,-1.353915
-0.210853365,-1.42901288
-0.041392685,-0.09230208
-0.77815125,-2.35714594
0.301029996,0.95453488
-0.77815125,-1.51962314
-0.124938737,-0.51671336
-0.210853365,-1.18342477
0.301029996,0.5946631
-0.210853365,-0.09887156
0.124938737,0.22860389
0.210853365,-0.03292599
-0.301029996,0.06694938
0.62838893,2.20425904
-0.210853365,-0.0524294
0.397940009,1.26556585
0.210853365,0.54825055
0.505149978,1.19927352
0.041392685,-0.30031303
-0.505149978,-1.52676117
-0.977723605,-1.91040957
-0.505149978,-1.28122112
0.041392685,-0.32473923
-0.505149978,-2.63135872
-0.77815125,-1.05856457
-0.301029996,-0.45516784
0.397940009,0.38174204
-0.041392685,0.76296731
-0.397940009,-1.04083986
-0.210853365,-0.64358447
-0.210853365,-1.1422733
0.124938737,-0.08015505
0.77815125,1.76756064
-0.041392685,0.20538093
-0.301029996,-0.86707993
-0.301029996,-0.29660166
-0.301029996,-0.2197378
-0.210853365,-0.58490334
0.041392685,-0.28589296
0.397940009,0.73896539
0.505149978,1.2228059
0.210853365,0.52281038
-0.62838893,-1.62875733
-0.210853365,-0.29710295
-0.124938737,-0.70973334
-0.041392685,0.12420675
-0.62838893,-1.1534096
-0.041392685,-0.02272843
0.210853365,0.71882109
-0.124938737,-0.11593433
-0.041392685,0.55359082
-0.397940009,-1.31089508
-0.397940009,-0.50489182
-0.505149978,-1.76484411
-0.041392685,0.73262496
0.124938737,0.48669961
0.210853365,0.0061732
0.124938737,1.22759317
-0.62838893,-1.22078428
-0.301029996,-0.20400274
-0.041392685,-0.75521176
-0.505149978,-1.07183047
0.041392685,-0.4235889
-0.041392685,-0.48151009
-0.124938737,-0.43406033
0.77815125,1.61387291
-0.397940009,-0.68258489
-0.124938737,-0.87734463
-0.210853365,-0.82346745
-0.397940009,-1.81105245
-0.124938737,-0.02752256
-0.210853365,-0.0963849
-0.124938737,-0.28338742
0.041392685,-0.80122458
-0.62838893,-1.89051975
0.397940009,0.17899848
0.397940009,1.06354666
0.301029996,0.55543076
-0.505149978,-1.17202409
-0.041392685,0.02580189
0.62838893,0.78816157
-0.397940009,-1.00759296
-0.62838893,-0.52194593
0.124938737,0.14263145
-0.62838893,-2.41082034
0.210853365,-0.05080517
-0.77815125,-1.31716313
0.301029996,1.37941477
0.210853365,0.04686242
-0.505149978,-2.44597568
-0.397940009,-1.2749195
-0.041392685,0.01407815
-0.210853365,-1.03771202
0.124938737,-0.24553403
0.301029996,1.25054028
-0.124938737,-0.71372224
-0.301029996,-0.95322591
0.124938737,0.33729052
0.124938737,0.43990731
-0.210853365,-0.76803065
0.124938737,-0.26006122
-0.210853365,-0.77395521
-0.041392685,0.13462508
-0.210853365,-0.94537022
0.124938737,0.51179178
-0.041392685,-0.89283256
0.397940009,1.53126775
-0.397940009,-0.77112189
-0.301029996,-2.11148727
-0.397940009,-0.96181532
-0.397940009,-0.18120857
0.041392685,0.2507137
-0.210853365,-1.39035164
-0.505149978,-2.07802914
0.041392685,0.37616584
0.124938737,1.24860757
0.62838893,0.31610614
0.505149978,2.46694679
-0.210853365,-1.27238896
0.397940009,0.50151982
-0.041392685,0.18757845
-0.977723605,-2.16954353
0.210853365,0.21163042
-0.397940009,-1.01759038
0.041392685,-0.1475803
0.301029996,0.41160947
-0.210853365,-0.05344767
-0.397940009,-1.09941649
-0.124938737,-0.72969311
0.210853365,0.26943718
0.210853365,0.03375648
0.210853365,0.14288307
0.977723605,1.77650437
0.505149978,1.04886396
0.397940009,0.84602564
0.397940009,1.35103484
-0.041392685,0.29664555
-0.301029996,-1.12393439
0.397940009,0.46217902
-0.041392685,0.23851776
0.041392685,0.16725552
0.124938737,0.25651448
0.124938737,1.011271
0.041392685,-0.0227191
0.124938737,0.51444949
0.62838893,1.56333284
0.041392685,0.38602591
0.397940009,0.44569181
0.397940009,0.82193787
0.397940009,1.46458129
-0.397940009,-1.28460417
-0.124938737,-1.1477665
-0.124938737,0.38490569
-0.301029996,-0.53053853
0.977723605,1.21976925
-0.977723605,-2.66422262
0.210853365,1.21624489
-0.210853365,-0.96054887
-0.210853365,-0.39131871
-0.041392685,-0.53408833
0.505149978,1.08447551
-0.041392685,-0.60900103
0.301029996,0.37924989
0.041392685,0.30587606
0.77815125,0.97021629
-0.210853365,-0.28937439
0.397940009,1.31887212
0.041392685,-0.76780953
-0.505149978,-2.56848645
0.301029996,0.77488208
-0.301029996,-0.46920024
-0.210853365,-1.10967021
-0.041392685,-0.48137518
-0.124938737,-0.60985899
-0.397940009,-1.22308896
-0.041392685,0.26174428
0.210853365,0.50207019
-0.301029996,-0.3185272
-0.041392685,-0.01038906
0.505149978,1.17176555
0.124938737,-0.761031
-0.301029996,-1.13067057
-0.124938737,-0.14605818
-0.301029996,-1.07327232
0.210853365,0.99926409
0.041392685,-0.21227969
-0.124938737,-0.39802703
-0.124938737,-0.33980347
-0.210853365,-0.35353172
0.210853365,0.36764981
0.041392685,-0.31059996
-0.301029996,-1.45437834
-0.124938737,-0.16610713
0.210853365,0.89389859
0.301029996,0.58591506
0.041392685,0.68452999
-0.041392685,-0.14106003
0.124938737,-0.1750251
0.62838893,1.59453319
0.397940009,0.71389946
0.041392685,-0.23915172
0.301029996,0.84638368
0.62838893,0.88566734
-0.210853365,-0.92470668
-0.124938737,-0.41144417
0.210853365,0.19070633
0.041392685,-0.31336789
-0.210853365,0.11396036
-0.301029996,0.20785772
-0.124938737,0.1746756
0.397940009,1.21786238
-0.124938737,-1.09563738
-0.041392685,-0.6298638
-0.301029996,-0.38833843
-0.505149978,-1.62054527
-0.041392685,0.01460967
0.210853365,1.26178027
-0.397940009,-0.63592509
0.041392685,0.35614036
0.124938737,-0.35831385
-0.505149978,-1.35531013
0.397940009,0.99070141
-0.210853365,-0.15680729
-0.210853365,-0.61097468
0.77815125,1.13473753
0.505149978,2.02929926
-0.977723605,-1.02881312
0.041392685,-0.37638788
-0.210853365,-0.09836658
-0.210853365,-1.44126239
0.210853365,-0.91117864
0.301029996,1.53880578
-0.301029996,-0.46398507
-0.124938737,-0.18326159
-0.505149978,-0.9865335
0.62838893,1.25121758
-0.124938737,-1.05312344
0.124938737,1.02853908
0.210853365,1.13031319
-0.301029996,-0.47176651
-0.77815125,-1.40684603
-0.62838893,-2.02775602
0.397940009,1.31548445
-0.505149978,-1.36563803
-0.62838893,-1.57744962
0.977723605,1.88871983
-0.041392685,-0.18865167
-0.041392685,0.10769585
-0.301029996,-0.91629394
-0.210853365,-0.52285293
-0.397940009,-1.14929391
0.041392685,0.01877467
0.301029996,0.36550898
0.397940009,0.76045053
-0.397940009,-1.5487592
0.124938737,1.36943226
0.210853365,0.1089692
0.041392685,-0.09935133
0.505149978,0.57491474
-0.124938737,-0.38074648
-0.124938737,-0.60768669
0.124938737,0.49483544
0.397940009,0.39341927
0.124938737,0.4083847
0.210853365,0.27819698
0.041392685,0.29559488
0.210853365,1.03022163
-0.210853365,-0.79095918
-0.124938737,-0.04113537
0.124938737,0.4351404
0.210853365,0.16833325
0.397940009,0.74804528
-0.041392685,-0.85005036
-0.210853365,-0.01363361
0.041392685,0.37300344
0.397940009,0.50654703
-0.210853365,-0.49809802
0.210853365,0.75936691
-0.62838893,-1.55462706
0.124938737,0.18923967
-0.124938737,-0.93059335
0.301029996,1.52649757
-0.041392685,-0.10068576
-0.62838893,-1.54321908
0.301029996,0.77914765
0.505149978,1.79892535
-0.301029996,-1.5563474
0.210853365,-0.14673641
0.210853365,-0.22513895
-0.505149978,-0.71244527
0.124938737,0.03753967
-0.397940009,-0.788554
-0.977723605,-1.73877213
-0.301029996,-0.85996538
0.210853365,0.60309906
0.397940009,1.36336994
-0.124938737,0.02756843
-0.301029996,-0.43301004
-0.124938737,-0.48213276
-0.041392685,0.20030665
-0.124938737,-0.67570343
0.124938737,1.2165442
0.505149978,1.08986127
-0.505149978,-0.61624912
0.124938737,0.37814436
0.124938737,0.77901306
-0.041392685,0.28519382
0.397940009,0.63352132
0.041392685,-0.45997994
0.505149978,0.90679102
-0.210853365,-0.3168089
0.124938737,0.03059601
0.505149978,0.53908184
-0.041392685,0.20804208
-0.124938737,0.84530241
-0.62838893,-1.44281034
0.977723605,1.35370898
-0.301029996,-0.51039015
0.505149978,0.29075866
-0.124938737,0.62602432
-0.124938737,0.70088364
-0.124938737,-0.36376682
-0.77815125,-1.12000432
0.041392685,-0.29774112
0.301029996,1.53521981
-0.124938737,0.05930563
-0.301029996,-0.41124425
-0.210853365,-0.3895036
-0.62838893,-1.32241331
0.397940009,1.20803475
0.62838893,2.13002887
-0.301029996,-0.72552775
0.301029996,0.71022413
-0.301029996,-1.03968368
0.041392685,-0.60473001
0.397940009,0.77880099
-0.124938737,0.79108111
0.124938737,0.40560935
0.210853365,0.82874405
-0.210853365,-0.72156921
0.77815125,2.06568714
-0.210853365,-0.24826177
0.124938737,0.57345863
-0.62838893,-0.95489025
-0.041392685,-0.50207283
0.124938737,-0.13340449
-0.77815125,-1.78455973
0.62838893,1.99703007
-0.210853365,-0.20140077
-0.505149978,-1.07307539
-0.505149978,-1.47941438
0.301029996,0.4513017
-0.397940009,-0.88884868
0.505149978,0.75835596
1.301029996,2.07614162
0.041392685,-0.33109487
0.397940009,-0.01200723
-0.124938737,-0.09484475
-0.505149978,-2.10323625
0.210853365,1.04614782
-0.301029996,-1.4239822
0.301029996,0.68033578
-0.397940009,-0.91658018
-0.301029996,-1.0444725
0.041392685,-0.60965324
0.124938737,0.40434628
-0.041392685,0.22547067
0.397940009,0.83288323
0.124938737,-0.13234893
-0.210853365,-0.33420722
-0.210853365,-0.33406685
0.397940009,1.1691642
0.124938737,-0.31502631
-1.301029996,-1.64490391
-0.62838893,-1.02411895
-0.977723605,-2.18928765
-0.210853365,-0.14503423
0.505149978,0.73640282
-0.210853365,-0.82720946
0.124938737,0.68959386
0.977723605,2.02741888
-0.62838893,-2.17810903
0.041392685,0.65841984
0.62838893,0.991214
-0.124938737,0.16481446
-0.124938737,-0.85168688
-0.124938737,-0.06433614
-0.124938737,-0.16609565
0.210853365,-0.18310397
-0.505149978,-1.51033311
0.210853365,0.77844912
-0.301029996,-0.76409054
-0.301029996,-0.83032273
0.210853365,1.55944688
0.041392685,-0.51385889
-0.210853365,-0.82920337
-0.210853365,-0.61501587
-0.210853365,-0.7072498
-0.397940009,-1.00346722
-0.041392685,0.58008667
0.397940009,1.27760339
-0.041392685,-0.66378714
0.124938737,0.26315689
-0.77815125,-2.26390051
0.041392685,0.73806394
-0.210853365,-0.58129164
0.397940009,1.73761991
-0.397940009,-1.10337713
-0.210853365,-0.75618851
-0.77815125,-1.56755988
0.210853365,0.80991781
-0.124938737,-0.51195288
-0.124938737,-0.03733834
0.505149978,1.08672448
-0.124938737,-1.21571738
0.041392685,-0.84937275
0.210853365,-0.50740943
-0.62838893,-0.9344406
-0.977723605,-2.52282701
-0.397940009,-1.88816035
0.124938737,-0.44211113
-0.301029996,-1.39781514
-0.977723605,-1.60692577
0.210853365,0.34647691
0.301029996,0.46143909
-0.301029996,-0.49119251
-0.397940009,-0.97176042
0.124938737,1.03747353
0.041392685,0.81074357
0.124938737,0.25907635
-0.301029996,-0.66102986
0.505149978,1.49058845
0.62838893,2.62097361
-0.505149978,-2.18020361
-0.124938737,-0.7407249
-0.124938737,0.14792536
0.505149978,1.49181362
-0.301029996,-1.24123444
0.210853365,0.60935435
0.041392685,-0.39735333
-0.041392685,-0.33176268
0.62838893,0.82993466
-0.210853365,-0.03782941
0.124938737,0.29281265
0.62838893,1.63738925
0.210853365,0.80589437
0.124938737,-0.31236725
-0.041392685,-0.7285085
0.041392685,0.72376456
-0.301029996,-1.06170839
-0.041392685,-0.66833971
-0.62838893,-1.37185838
-0.124938737,0.09450636
-0.041392685,0.40885206
-0.505149978,0.12116117
-0.041392685,-1.03575615
0.397940009,1.18402102
-0.301029996,-0.82334473
0.77815125,1.63749432
-0.041392685,-0.27993845
0.041392685,-0.32874932
0.041392685,-0.00602742
0.041392685,-0.54128384
0.62838893,1.13168052
-0.505149978,-2.21079955
0.977723605,1.91734682
0.124938737,0.40283415
0.041392685,0.29376162
0.62838893,0.78886569
0.210853365,0.37304509
0.62838893,1.52616892
0.301029996,0.65343191
-0.301029996,-0.38148356
-0.301029996,-1.48898673
-0.397940009,-0.78507716
-0.397940009,-0.73007769
-0.397940009,-0.93920859
0.977723605,1.78874203
-0.210853365,0.03417943
-0.505149978,-0.9641265
0.397940009,1.25619821
0.124938737,0.25944974
0.041392685,-0.22679772
-0.124938737,0.14089642
0.210853365,-0.02433761
-0.77815125,-1.73206318
0.041392685,-0.38686009
0.210853365,0.39016202
0.124938737,0.47225084
-0.301029996,-0.6772717
-0.124938737,-0.19318507
0.041392685,0.38362768
0.62838893,0.19613643
0.62838893,1.30578144
0.124938737,0.60777201
0.62838893,0.7049323
0.62838893,0.82783111
-0.210853365,0.02105275
-0.124938737,-0.63339848
-0.124938737,-0.63513293
-0.977723605,-2.38599024
-0.62838893,-1.11866324
0.62838893,1.48468143
-0.210853365,0.24087583
0.041392685,0.28413503
0.041392685,-0.11871538
0.124938737,0.52669801
-0.124938737,-0.89270429
0.041392685,-0.03482189
-0.210853365,-0.76210748
0.505149978,1.43663241
0.301029996,1.27761638
0.62838893,0.93445208
0.210853365,0.48932835
0.041392685,0.05268777
-0.210853365,-0.31297233
0.77815125,2.36648472
-0.301029996,-1.46094451
0.124938737,0.12564859
-0.397940009,-0.85877889
-0.77815125,-2.73133695
-0.041392685,0.25789366
0.301029996,0.4984095
0.210853365,0.58254453
0.397940009,1.10011732
-0.505149978,-2.51053454
-0.505149978,-1.00434974
-0.124938737,-0.3112201
0.041392685,0.56192234
0.397940009,0.74439853
-0.041392685,-0.32890854
0.041392685,0.75983986
-0.77815125,-3.06652176
-0.041392685,-0.40740758
0.397940009,0.98389122
0.301029996,0.23799789
-0.210853365,0.06793226
0.210853365,0.36902951
0.505149978,0.96282701
0.041392685,0.3002728
-0.301029996,-1.28946371
-0.301029996,-1.07987717
0.041392685,0.67188645
0.124938737,-0.37047766
0.77815125,1.97234735
-0.977723605,-1.78635821
-0.505149978,-0.5981862
0.210853365,0.19383431
0.505149978,0.85176831
-1.301029996,-1.52767821
0.301029996,1.36211231
-0.210853365,-0.83355151
-0.505149978,-1.2997429
0.210853365,0.64209419
-0.124938737,-0.75485379
-0.397940009,-1.27716826
-0.62838893,-1.00041809
-0.977723605,-2.31125097
-0.77815125,-1.4415744
0.041392685,-0.86515891
0.210853365,0.90799799
0.77815125,2.09397007
-0.397940009,-0.87017637
0.977723605,0.91303744
-0.210853365,0.01130218
0.041392685,0.11461969
0.210853365,0.91157901
0.210853365,0.41237925
-0.301029996,-0.30871607
-0.124938737,-0.23008664
-0.041392685,-0.2487986
0.210853365,-0.06653016
-0.210853365,-0.0714619
0.397940009,0.61262375
-0.77815125,-1.62725282
-0.041392685,-0.55619847
-0.62838893,-0.24212899
0.210853365,0.55344448
-0.301029996,-0.1812977
-0.210853365,-0.79357897
0.62838893,2.05987356
0.301029996,0.89011363
-0.505149978,-1.42655441
-0.124938737,-0.26060354
-0.041392685,-0.03043562
0.124938737,0.66212015
0.210853365,1.3167729
-0.301029996,0.17819844
0.124938737,1.01489443
0.505149978,1.03089633
-0.397940009,-1.6179019
0.210853365,0.71393466
0.124938737,-0.17878256
-0.397940009,-1.24353308
0.210853365,0.2610386
-0.62838893,-1.14992535
0.124938737,0.02235153
-0.62838893,-1.24232839
0.210853365,-0.0239846
-0.041392685,0.64194928
-0.301029996,-0.77530793
0.62838893,1.69478446
0.62838893,1.98092084
-0.210853365,-0.60984355
-0.210853365,-1.21412099
-0.124938737,-0.26325449
0.397940009,1.6472187
0.210853365,0.46461998
0.977723605,2.31940155
-0.210853365,-0.41477998
0.041392685,-0.07913733
0.77815125,2.67490551
-0.301029996,-1.34768405
-0.124938737,-0.24830828
0.210853365,1.3334461
-0.62838893,-1.89793565
-0.301029996,0.23508674
0.210853365,1.12989713
0.505149978,0.59312492
-0.301029996,-0.82572079
-0.041392685,-0.56761348
0.505149978,0.96975491
-0.77815125,-1.36367724
-0.397940009,-0.68443712
-0.505149978,-1.78343663
0.124938737,0.54613012
0.301029996,0.48010715
-0.124938737,-0.60486808
1.301029996,1.65020305
-0.124938737,-0.68691485
0.041392685,0.07792304
-0.505149978,-1.31969795
-0.124938737,-0.6077121
0.124938737,0.21617017
0.505149978,1.98461507
0.124938737,1.08463716
0.77815125,2.64313844
-0.041392685,0.13383602
-0.124938737,-0.92101324
-0.124938737,-0.13041621
0.210853365,0.64853699
-0.301029996,0.05436628
-0.210853365,-0.03121495
-0.210853365,-0.99501736
-0.041392685,0.09427521
0.041392685,0.35548589
0.124938737,-0.40772797
-0.397940009,-0.23670012
-0.041392685,-0.33858763
-0.301029996,-0.32444526
-0.041392685,-0.17689442
-0.124938737,-0.25999885
0.041392685,-0.71186381
-0.210853365,-0.16875349
-0.301029996,0.01738848
-0.397940009,-1.08709782
-0.301029996,-0.52379236
-0.505149978,-1.2118576
0.041392685,-0.17836968
-0.041392685,0.53466334
-0.041392685,-0.19827276
-0.124938737,-0.11771094
0.301029996,0.93303707
0.301029996,-0.15190903
0.397940009,0.7799331
-1.301029996,-3.01257301
-0.041392685,-1.12298567
-0.124938737,-0.45820009
-0.977723605,-1.78951221
0.62838893,2.09349674
0.505149978,1.15734538
-0.505149978,-0.98644926
0.301029996,1.36314518
-0.505149978,-0.94645887
-0.397940009,-1.11144878
-0.397940009,-1.29707946
-0.301029996,0.04401604
-0.62838893,-2.03135508
-0.041392685,-0.2628693
-0.124938737,-0.16229965
-0.041392685,-0.48959474
-0.397940009,-1.10718977
0.210853365,0.3738353
0.77815125,1.22148276
0.210853365,0.5646104
-1.301029996,-2.4164158
0.505149978,1.58924468
-0.505149978,-1.60699414
0.301029996,1.12737236
-0.505149978,-1.65984518
0.62838893,1.79551996
-0.210853365,-1.03447989
0.210853365,0.70277272
-0.397940009,-0.7989917
0.210853365,0.65657451
-0.62838893,-2.26427021
0.210853365,0.13204415
-0.210853365,-0.45430863
-0.041392685,-0.57026338
-0.505149978,-1.03794249
-0.041392685,0.26290751
-0.124938737,-1.00454679
-1.301029996,-1.60817686
-0.505149978,-1.3302456
0.62838893,1.51628643
0.124938737,0.39328244
-0.124938737,-0.58168117
-0.62838893,-1.66500431
0.124938737,0.47978248
0.041392685,-0.46029196
0.62838893,1.87962465
-0.505149978,-1.40508987
0.397940009,1.04405989
-0.977723605,-2.53678573
-0.505149978,-1.02842248
-0.041392685,0.16786207
0.210853365,-0.33470168
-0.77815125,-1.75603216
-0.041392685,0.01071786
-0.977723605,-2.0502645
0.62838893,0.89889597
0.505149978,0.75720071
-0.397940009,-0.04637552
0.301029996,0.39947859
0.124938737,0.06532595
0.62838893,2.06939869
-0.397940009,-1.3076194
0.505149978,1.54740304
-0.77815125,-2.22563344
-0.124938737,-0.40478784
-0.301029996,-0.85518325
-0.210853365,-0.4262776
-0.041392685,0.51367346
0.62838893,0.82672369
-1.301029996,-2.99198807
-0.62838893,-2.26455772
-0.041392685,0.1144967
0.210853365,0.32653568
0.124938737,0.16126189
0.124938737,0.12581928
-0.77815125,-2.42937742
-0.041392685,0.00873102
0.210853365,0.75793477
0.124938737,1.5437134
-0.124938737,-1.00644424
0.77815125,0.47864665
-0.397940009,-0.7548672
-0.301029996,-0.39970322
0.210853365,0.05892881
-0.041392685,0.4034547
-0.301029996,-1.63733572
0.62838893,1.21977206
0.397940009,0.62629571
0.397940009,1.10003032
-0.505149978,-0.78543069
-0.210853365,0.16886097
0.210853365,0.76493828
-0.210853365,-0.48763106
-0.77815125,-2.06179355
0.210853365,1.58594266
0.041392685,-0.22899212
0.301029996,1.25356147
-0.301029996,-0.02453709
-0.210853365,-0.86195435
0.041392685,0.47547252
0.397940009,1.53742768
0.210853365,0.40948622
-0.397940009,-1.5709313
0.210853365,1.29293525
-0.505149978,-1.07902026
-0.041392685,0.30893037
-0.301029996,-1.23945854
-0.124938737,-0.78224899
-0.301029996,-0.7380494
-0.397940009,-1.15854248
0.041392685,0.64144495
-0.041392685,0.23645577
0.505149978,0.46469898
0.301029996,0.6065506
0.397940009,0.93185817
0.041392685,0.43070721
-0.301029996,-0.06458915
-0.041392685,-0.1870199
0.301029996,1.21610346
0.301029996,0.66337961
-0.210853365,-0.29924308
0.397940009,0.26788133
-0.301029996,-0.52756713
-0.041392685,-0.14493519
-0.397940009,-0.5471217
0.041392685,-0.25623801
0.041392685,0.28134252
0.124938737,0.1244556
0.62838893,0.91840624
0.124938737,0.97247558
-0.124938737,0.5028411
1.301029996,2.06364264
-0.124938737,-0.0903584
0.041392685,-0.1123344
-0.124938737,-1.11015431
0.041392685,-0.27260503
0.210853365,0.35307532
0.977723605,0.88289393
0.041392685,-0.26240065
-0.124938737,-0.26544145
-0.041392685,-0.53206454
0.397940009,1.31989294
-0.301029996,-1.23146867
0.210853365,0.60775136
-0.505149978,-1.419417
0.041392685,0.74766687
0.301029996,0.83496187
0.041392685,-0.25609711
0.301029996,0.5710966
0.397940009,-0.20212926
-0.124938737,-0.26096801
0.505149978,1.49223588
0.124938737,0.31568628
-0.124938737,-1.02560779
0.301029996,0.17404827
-0.041392685,-0.29295072
0.210853365,0.84311853
-0.041392685,-0.15640925
-0.397940009,-0.50994579
-0.041392685,-0.41678696
0.210853365,0.22921625
0.124938737,0.51025419
0.124938737,-0.21643563
0.041392685,-0.35071644
-0.77815125,-2.27408545
0.041392685,-0.48574619
-0.505149978,-1.02065485
-0.124938737,-0.19395819
0.041392685,-0.00717059
-0.124938737,-0.46483868
0.041392685,0.40159486
0.397940009,1.44561914
-0.301029996,-0.13420954
-0.041392685,-0.35636311
0.124938737,0.30079984
-0.124938737,-0.50680802
0.62838893,0.69793872
0.210853365,0.37020355
-0.301029996,-0.92448106
-0.397940009,-0.85869175
0.505149978,0.81485727
-1.301029996,-1.79372861
0.041392685,0.5925395
-0.62838893,-0.84403438
0.124938737,0.01580106
0.210853365,0.52144009
-0.397940009,-0.56013427
-0.77815125,-1.17319656
0.041392685,0.29309995
0.62838893,0.34553267
-0.62838893,-0.67303768
0.397940009,0.61505798
0.041392685,0.49594046
0.62838893,1.40743198
0.210853365,0.43823996
-0.210853365,-0.46198656
0.041392685,0.36091708
-0.62838893,-1.17839535
-0.62838893,-1.34414676
-0.397940009,-1.32290067
-0.301029996,-0.56554534
0.301029996,0.26497711
-0.397940009,-0.38839461
-0.505149978,-1.38213119
0.124938737,0.14930186
0.301029996,0.35830144
0.210853365,-0.00056517
-0.124938737,-0.31034853
0.124938737,0.39725488
0.041392685,1.3330303
-0.041392685,-0.89942268
0.124938737,0.49988464
-0.041392685,0.14632937
-0.505149978,-1.89183243
-0.397940009,-0.33015177
0.210853365,1.02766904
-0.505149978,-0.65295365
-0.62838893,-1.9396965
0.301029996,0.80064396
-0.124938737,-0.55569277
-0.397940009,-1.62585123
0.124938737,0.80503557
0.397940009,1.15048375
-0.62838893,-1.96343786
-0.124938737,-0.02071252
0.62838893,1.4057334
0.124938737,-0.08036247
0.301029996,1.16064852
0.210853365,0.33217335
-1.301029996,-2.93926355
-0.62838893,-2.16247437
0.041392685,-0.56637894
0.124938737,0.26882815
-0.124938737,0.11342144
-0.301029996,-0.87814071
-0.397940009,-0.71662046
0.505149978,1.93339804
1.301029996,1.77959072
-0.041392685,0.34739332
1.301029996,1.72260348
-0.124938737,-0.19953288
0.301029996,1.01534182
-0.210853365,-0.65450051
-0.041392685,-0.28355739
-0.301029996,-0.93147489
0.210853365,-0.02890564
-0.301029996,-0.77605831
-0.041392685,-0.2712466
0.397940009,1.66940152
0.397940009,1.899567
-0.041392685,-0.05854317
0.041392685,-0.11733353
0.041392685,-0.45418817
-0.124938737,0.46659713
0.397940009,1.0245719
0.210853365,-0.45550026
0.397940009,1.17642167
0.301029996,1.80231515
-0.505149978,-0.81799472
0.124938737,0.14983033
-0.397940009,-1.3804528
-0.041392685,-0.55855809
-0.505149978,-1.51452754
0.041392685,-1.24911622
0.041392685,0.88613361
0.77815125,1.20914739
-0.124938737,-0.2262996
0.041392685,0.37886908
0.62838893,1.15596669
0.041392685,-0.06908297
-0.301029996,-0.70142081
-0.210853365,-0.68445484
0.124938737,1.27923668
-0.041392685,-0.2797972
0.397940009,1.4680733
-0.210853365,-0.70025917
0.210853365,0.61190281
0.124938737,0.66036669
-0.124938737,-0.81873287
0.041392685,0.99076819
-0.301029996,-1.80618785
0.301029996,0.78707409
-0.977723605,-1.2039325
-0.210853365,0.0605721
-0.124938737,-0.74205194
0.77815125,2.116463
-0.301029996,-1.66935713
-0.124938737,-0.58574113
0.041392685,-0.76969413
0.041392685,-0.15966147
0.505149978,1.38360939
-0.301029996,-0.24318354
-0.124938737,-0.633312
